CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1924114,17000030254,201730254,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,1/25/17 16:22,1XX BLOCK OF BELL ST,D,D1,8001.2004,-122.346085,47.61371,"(47.61371, -122.346085)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,1/25/17 13:43
1992573,17000159466,2017159466,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/7/17 2:15,N 107 ST / MERIDIAN AV N,N,N3,1200.5008,-122.33396,47.70685,"(47.70685, -122.33396)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/6/17 23:02
1992678,17000159699,2017159699,43,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,5/7/17 7:46,66XX BLOCK OF BEACON AV S,S,S1,11002.2012,-122.29937,47.5432,"(47.5432, -122.29937)",ASLT - IP/JO - PERSON SHOT OR SHOT AT,ASSAULTS,GUN CALLS,5/7/17 3:20
2015937,17000202377,2017202377,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/6/17 16:19,105XX BLOCK OF AURORA AV N,N,N3,1300.2002,-122.3447,47.7058,"(47.7058, -122.3447)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/6/17 13:01
2015959,17000202572,2017202572,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/6/17 16:47,15XX BLOCK OF 3 AV,M,M3,8100.2009,-122.33825,47.610245,"(47.610245, -122.33825)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/6/17 15:11
2076691,17000312559,2017312559,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,8/23/17 18:36,5 AV N / TAYLOR AV N,Q,Q2,6700.4024,-122.34758,47.63485,"(47.63485, -122.34758)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2028213,17000225023,2017225023,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/22/17 16:25,56XX BLOCK OF 21 AV SW,F,F1,10800.3009,-122.359955,47.551937,"(47.551937, -122.359955)",TRU - HARASSMENT,"THREATS, HARASSMENT","THREATS, HARASSMENT",6/22/17 15:56
1958092,17000095839,201795839,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/18/17 11:18,5 AV S / S JACKSON ST,K,K3,9200.1012,-122.32767,47.599194,"(47.599194, -122.32767)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/18/17 10:37
2028245,17000224958,2017224958,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/22/17 17:24,15XX BLOCK OF 1 AV,M,M1,8100.3001,-122.34047,47.609318,"(47.609318, -122.34047)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,6/22/17 15:11
2028304,17000225247,2017225247,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/22/17 19:21,117XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.344894,47.717175,"(47.717175, -122.344894)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1958187,17000095780,201795780,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/18/17 14:02,13XX BLOCK OF NE 43 ST,U,U2,5301.3008,-122.31374,47.6598,"(47.6598, -122.31374)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/18/17 9:41
2051898,17000267675,2017267675,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/22/17 14:42,8 AV S / S DEARBORN ST,K,K3,9100.1023,-122.322464,47.59583,"(47.59583, -122.322464)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/22/17 13:51
1947189,17000074483,201774483,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/1/17 22:55,92XX BLOCK OF 2 AV SW,F,F3,11300.1019,-122.33603,47.520428,"(47.520428, -122.33603)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/1/17 19:52
1992644,17000159631,2017159631,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/17 4:59,1XX BLOCK OF 12 AV,G,G1,8600.3015,-122.31678,47.60219,"(47.60219, -122.31678)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/7/17 1:45
1992628,17000159648,2017159648,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/17 4:26,22XX BLOCK OF WESTERN AV,D,D1,8002.2005,-122.346725,47.612328,"(47.612328, -122.346725)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/7/17 1:59
1992630,17000159637,2017159637,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/17 4:27,22XX BLOCK OF 1 AV,D,D1,8001.2008,-122.34586,47.61299,"(47.61299, -122.34586)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/17 1:45
2015934,17000202504,2017202504,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/6/17 16:16,3XX BLOCK OF N 105 ST,J,J1,1701.3002,-122.35478,47.705082,"(47.705082, -122.35478)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,6/6/17 14:53
1992672,17000159589,2017159589,43,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,5/7/17 7:01,16 AV / E MADISON ST,C,C3,7900.4007,-122.31146,47.615044,"(47.615044, -122.31146)",ASLT - IP/JO - PERSON SHOT OR SHOT AT,ASSAULTS,GUN CALLS,5/7/17 0:50
1981653,17000139737,2017139737,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/21/17 22:38,15XX BLOCK OF BROADWAY,E,E2,8400.1007,-122.32079,47.614655,"(47.614655, -122.32079)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/21/17 21:18
1911805,17000007094,20177094,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/6/17 17:37,23XX BLOCK OF SW WEBSTER ST,F,F1,10701.2011,-122.36215,47.535515,"(47.535515, -122.36215)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2004074,17000180663,2017180663,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/22/17 16:46,50XX BLOCK OF 12 AV NE,U,U1,4400.4006,-122.31523,47.66568,"(47.66568, -122.31523)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/22/17 13:45
2004081,17000180433,2017180433,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/22/17 16:37,32XX BLOCK OF NW 65 ST,J,J2,3200.7017,-122.399704,47.67579,"(47.67579, -122.399704)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/22/17 13:02
1923419,17000028592,201728592,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/24/17 16:46,1XX BLOCK OF CEDAR ST,D,D1,8001.1007,-122.35019,47.616135,"(47.616135, -122.35019)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/24/17 15:22
1969027,17000115809,2017115809,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/3/17 4:45,12XX BLOCK OF BOYLSTON AV,E,E3,8400.2002,-122.32344,47.612514,"(47.612514, -122.32344)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,4/3/17 2:52
2040121,17000246610,2017246610,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",7/7/17 17:28,50XX BLOCK OF 35 AV SW,W,W2,10500.2,-122.37625,47.55652,"(47.55652, -122.37625)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/7/17 17:04
1992731,17000159839,2017159839,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/17 11:21,31XX BLOCK OF NE 120 ST,L,L3,700.2018,-122.294655,47.715565,"(47.715565, -122.294655)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/7/17 9:29
1981479,17000139417,2017139417,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,4/21/17 18:41,67XX BLOCK OF 34 AV SW,W,W3,10702.3011,-122.37517,47.541946,"(47.541946, -122.37517)",MISSING - CHILD,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",4/21/17 17:00
1992782,17000160015,2017160015,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/7/17 13:05,7XX BLOCK OF N 95 ST,N,N3,1800.3002,-122.34865,47.69782,"(47.69782, -122.34865)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2052073,17000267996,2017267996,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/22/17 19:57,14XX BLOCK OF 3 AV,M,M3,8100.2015,-122.33734,47.609253,"(47.609253, -122.33734)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,7/22/17 18:34
2004089,17000180958,2017180958,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/22/17 17:12,BROADWAY / JEFFERSON ST,G,G1,8500.2013,-122.32075,47.60621,"(47.60621, -122.32075)",SICK PERSON,PERSON DOWN/INJURY,CASUALTIES,
2052081,17000268120,2017268120,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/22/17 20:19,27XX BLOCK OF ALKI AV SW,W,W1,9701.2,-122.40999,47.57932,"(47.57932, -122.40999)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1923491,17000028720,201728720,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/24/17 18:30,17XX BLOCK OF AIRPORT WY S,O,O1,9300.1042,-122.32139,47.587307,"(47.587307, -122.32139)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/24/17 12:11
2076550,17000312236,2017312236,292,PERSON WITH A WEAPON (NOT GUN),WEAPONS CALLS,WEAPONS CALLS,8/23/17 15:04,5XX BLOCK OF S FRONT ST,O,O3,10900.2064,-122.32727,47.54805,"(47.54805, -122.32727)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,
2051913,17000267606,2017267606,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/22/17 14:55,VIRGINIA ST / 4 AV,M,M2,7200.1065,-122.340034,47.61306,"(47.61306, -122.340034)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/22/17 13:08
1992709,17000159845,2017159845,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,5/7/17 10:09,S DEARBORN ST / MAYNARD AV S,K,K3,9100.2011,-122.32507,47.595833,"(47.595833, -122.32507)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,5/7/17 9:36
1992715,17000159893,2017159893,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/7/17 10:45,1 AV N / REPUBLICAN ST,Q,Q3,7100.2001,-122.355415,47.623272,"(47.623272, -122.355415)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1911834,17000007022,20177022,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/6/17 18:30,3 AV / PINE ST,M,M2,8100.2008,-122.3387,47.610744,"(47.610744, -122.3387)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/6/17 16:27
1911869,17000006831,20176831,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/6/17 19:16,13XX BLOCK OF E PINE ST,C,C1,7500.201,-122.314896,47.615276,"(47.615276, -122.314896)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/6/17 14:24
1992716,17000159889,2017159889,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/7/17 10:38,WARREN AV N / REPUBLICAN ST,Q,Q3,7100.2001,-122.35411,47.62327,"(47.62327, -122.35411)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
2040232,17000246746,2017246746,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/7/17 20:19,1 AV / PIKE ST,M,M1,8100.3004,-122.34002,47.608818,"(47.608818, -122.34002)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,7/7/17 19:00
1969009,17000115743,2017115743,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/3/17 3:48,7XX BLOCK OF MINOR AV,E,E3,8500.2001,-122.322395,47.608017,"(47.608017, -122.322395)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/3/17 1:15
2029024,17000225997,2017225997,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/23/17 17:24,11XX BLOCK OF N 90 ST,N,N3,1800.3011,-122.344025,47.694183,"(47.694183, -122.344025)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/23/17 15:53
1935115,17000051867,201751867,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/12/17 1:07,1 AV S / S MASSACHUSETTS ST,O,O1,9300.206,-122.3342,47.588226,"(47.588226, -122.3342)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,2/11/17 21:59
1923704,17000029493,201729493,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/25/17 1:15,22XX BLOCK OF E ROANOKE ST,C,C2,6200.2014,-122.30341,47.643158,"(47.643158, -122.30341)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 23:27
1935105,17000051882,201751882,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",2/12/17 3:44,36XX BLOCK OF INTERLAKE AV N,B,B3,5400.3,-122.34136,47.65161,"(47.65161, -122.34136)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",2/11/17 22:20
1923442,17000029069,201729069,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/24/17 17:40,BROADWAY E / E ROY ST,C,C1,6500.2012,-122.321335,47.625114,"(47.625114, -122.321335)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/24/17 16:10
2040199,17000246542,2017246542,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/7/17 19:35,26XX BLOCK OF SW HOLDEN ST,F,F1,10701.2016,-122.366325,47.533707,"(47.533707, -122.366325)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/7/17 16:37
1947050,17000074537,201774537,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,3/1/17 19:35,97XX BLOCK OF 41 AV S,S,S1,11700.2013,-122.28141,47.515278,"(47.515278, -122.28141)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,3/1/17 18:54
2052132,17000268003,2017268003,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,7/22/17 21:18,14XX BLOCK OF ALASKAN WY,M,M1,8100.1015,-122.34175,47.607258,"(47.607258, -122.34175)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,7/22/17 18:30
2004127,17000180318,2017180318,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/22/17 17:35,2XX BLOCK OF GARFIELD ST,Q,Q2,6800.1032,-122.35261,47.633163,"(47.633163, -122.35261)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/22/17 14:46
1968968,17000115768,2017115768,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/3/17 2:01,JAMES ST / 8 AV,E,E3,8500.1016,-122.32586,47.605087,"(47.605087, -122.32586)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/3/17 1:20
1923521,17000029052,201729052,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 19:18,26XX BLOCK OF S DEARBORN ST,G,G3,8900.4011,-122.29817,47.595535,"(47.595535, -122.29817)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 15:59
1935744,17000051287,201751287,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",2/11/17 18:00,38XX BLOCK OF S ANGELINE ST,R,R3,10300.5003,-122.2842,47.55946,"(47.55946, -122.2842)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",2/11/17 16:20
1934769,17000052486,201752486,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,2/12/17 12:02,LYNN ST / AURORA AV N,D,D2,6700.4,-122.34554,47.6391,"(47.6391, -122.34554)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,2/12/17 11:44
1969121,17000116124,2017116124,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/3/17 10:37,WESTLAKE AV N / HARRISON ST,D,D2,7200.1033,-122.338455,47.62204,"(47.62204, -122.338455)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2064570,17000290437,2017290437,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",8/7/17 9:55,134XX BLOCK OF ROOSEVELT WY N,N,N2,600.1007,-122.32961,47.726467,"(47.726467, -122.32961)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,8/7/17 7:30
1968993,17000115642,2017115642,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",4/3/17 2:50,30XX BLOCK OF S MYRTLE ST,S,S1,11002.1017,-122.293755,47.538914,"(47.538914, -122.293755)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",4/2/17 22:18
2052133,17000267740,2017267740,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/22/17 21:05,4XX BLOCK OF PINE ST,M,M3,8100.2004,-122.33732,47.61132,"(47.61132, -122.33732)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/22/17 14:40
1923417,17000028683,201728683,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/24/17 16:59,30XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.1028,-122.386734,47.57631,"(47.57631, -122.386734)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/24/17 13:28
1923429,17000028998,201728998,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/24/17 17:21,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334816,47.61237,"(47.61237, -122.334816)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/24/17 15:35
2051983,17000267809,2017267809,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",7/22/17 17:46,23 AV / E CHERRY ST,G,G2,8800.2007,-122.30277,47.608006,"(47.608006, -122.30277)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",7/22/17 15:29
1969008,17000115791,2017115791,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/3/17 3:50,42 AV S / RAINIER AV S,R,R3,10300.5016,-122.280754,47.553905,"(47.553905, -122.280754)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/3/17 2:26
1923535,17000029102,201729102,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 19:42,7XX BLOCK OF N 143 ST,N,N1,401.1001,-122.34913,47.732315,"(47.732315, -122.34913)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 18:43
1981807,17000139483,2017139483,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",4/22/17 1:44,22XX BLOCK OF NW 58 ST,B,B1,4700.4002,-122.38616,47.670914,"(47.670914, -122.38616)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,4/21/17 23:07
2004562,17000181665,2017181665,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,5/23/17 8:08,18XX BLOCK OF NE 65 ST,U,U1,2600.3019,-122.30818,47.67578,"(47.67578, -122.30818)",SICK PERSON,PERSON DOWN/INJURY,CASUALTIES,
1923559,17000029085,201729085,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,1/24/17 20:11,4XX BLOCK OF TERRY AV,G,G1,8500.2011,-122.32266,47.604946,"(47.604946, -122.32266)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,1/24/17 16:25
2004167,17000181011,2017181011,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/22/17 19:28,9XX BLOCK OF MARION ST,E,E3,8300.101,-122.32616,47.60793,"(47.60793, -122.32616)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/22/17 18:03
2040246,17000246797,2017246797,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/7/17 20:32,17XX BLOCK OF 13 AV S,R,R1,9400.1004,-122.31599,47.587685,"(47.587685, -122.31599)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1969118,17000115993,2017115993,42,"HARASSMENT, THREATS - BY TELEPHONE, WRITING","THREATS, HARASSMENT","THREATS, HARASSMENT",4/3/17 10:21,67XX BLOCK OF 15 AV NW,J,J2,3300.1011,-122.37677,47.67865,"(47.67865, -122.37677)",TRU - HARASSMENT,"THREATS, HARASSMENT","THREATS, HARASSMENT",4/3/17 8:23
1992953,17000160048,2017160048,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/7/17 18:19,64XX BLOCK OF CALIFORNIA AV SW,W,W3,10600.3004,-122.38721,47.54568,"(47.54568, -122.38721)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/7/17 13:22
1923576,17000029301,201729301,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 20:59,50XX BLOCK OF BROOKLYN AV NE,U,U1,4400.4007,-122.3142,47.665676,"(47.665676, -122.3142)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/24/17 19:32
1969688,17000117019,2017117019,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/4/17 5:13,3 AV / JAMES ST,K,K2,8100.2041,-122.331406,47.602768,"(47.602768, -122.331406)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/4/17 0:48
1981819,17000140014,2017140014,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/22/17 2:13,7XX BLOCK OF E PINE ST,E,E2,8400.1006,-122.32277,47.615227,"(47.615227, -122.32277)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/22/17 0:56
1981598,17000139588,2017139588,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/21/17 21:11,E MERCER ST / BROADWAY E,E,E1,7401.2,-122.320946,47.624268,"(47.624268, -122.320946)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,4/21/17 19:25
2040165,17000246266,2017246266,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/7/17 18:58,72XX BLOCK OF E GREEN LAKE DR N,J,J3,3600.2023,-122.325966,47.680508,"(47.680508, -122.325966)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/7/17 13:09
1981636,17000139796,2017139796,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,4/21/17 22:18,9XX BLOCK OF HOWELL ST,D,D2,7300.2026,-122.33273,47.615154,"(47.615154, -122.33273)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
2052054,17000267873,2017267873,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/22/17 19:33,15XX BLOCK OF 3 AV,M,M3,8100.2009,-122.33825,47.610245,"(47.610245, -122.33825)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,7/22/17 17:48
2004395,17000181341,2017181341,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/23/17 1:22,20XX BLOCK OF 7 AV,D,D2,7200.106,-122.338295,47.615555,"(47.615555, -122.338295)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/22/17 23:00
